trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	onset_abs	duration
0	0.012785600032657385	stim	0		179	break	break	3.1969097000546753	2.991339599713683
1	3.0041251997463405	stim	0		913	unambiguous	face	6.1882492997683585	15.277635600417852
2	18.281760800164193	stim	0		123	unambiguous	house	21.46588490018621	2.0724047999829054
