trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	onset_abs	duration
0	0.00733839999884367	stim	0		179	break	break	2.834795800037682	2.9931429997086525
1	3.000481399707496	stim	0		568	unambiguous	face	5.8279387997463346	9.50146869989112
