trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	color_comb	response_hand	phase_duration	onset_abs	duration
2	126.00207710266113	stim	0		237	unambiguous	house	redhouse	left	1.972291543867506	1887.9977390766144	1.9752328395843506
3	127.97730994224548	stim	0		0	unambiguous	face	redhouse	left	2.0107300662398555	1889.9729719161987	0.9419951438903809
3	128.91930508613586	face	0	3	241	unambiguous	face	redhouse	left	2.0107300662398555	1890.914967060089	1.0665209293365479
4	129.9858260154724	stim	0		0	unambiguous	house	redhouse	left	1.9927769340504708	1891.9814879894257	1.033600091934204
4	131.01942610740662	house	0	3	239	unambiguous	house	redhouse	left	1.9927769340504708	1893.0150880813599	0.9584438800811768
5	131.9778699874878	stim	0		0	unambiguous	face	redhouse	left	2.005922229713907	1893.973531961441	1.1086399555206299
5	133.08650994300842	face	0	3	240	unambiguous	face	redhouse	left	2.005922229713907	1895.0821719169617	0.9000310897827148
6	133.98654103279114	stim	0		0	unambiguous	house	redhouse	left	2.032459599833094	1895.9822030067444	1.016908884048462
6	135.0034499168396	house	0	3	243	unambiguous	house	redhouse	left	2.032459599833094	1896.9991118907928	1.0167391300201416
7	136.02018904685974	stim	0		0	unambiguous	face	redhouse	left	1.9858512699002693	1898.015851020813	0.647169828414917
7	136.66735887527466	face	0	3	237	unambiguous	face	redhouse	left	1.9858512699002693	1898.663020849228	1.3364591598510742
8	138.00381803512573	stim	0		0	unambiguous	house	redhouse	left	2.0042077008061012	1899.999480009079	0.6133339405059814
8	138.6171519756317	house	0	3	239	unambiguous	house	redhouse	left	2.0042077008061012	1900.612813949585	1.3868539333343506
9	140.00400590896606	stim	0		0	unambiguous	face	redhouse	left	1.9550832010282733	1901.9996678829193	0.5047070980072021
9	140.50871300697327	face	0	3	234	unambiguous	face	redhouse	left	1.9550832010282733	1902.5043749809265	1.453768014907837
10	141.9624810218811	stim	0		0	unambiguous	house	redhouse	left	1.9538355803137122	1903.9581429958344	0.5793609619140625
10	142.54184198379517	house	0	3	233	unambiguous	house	redhouse	left	1.9538355803137122	1904.5375039577484	1.37099289894104
11	143.9128348827362	stim	0		0	unambiguous	face	redhouse	left	1.9997858683967769	1905.9084968566895	0.5788850784301758
11	144.49171996116638	face	0	3	239	unambiguous	face	redhouse	left	1.9997858683967769	1906.4873819351196	1.4213111400604248
12	145.9130311012268	stim	0		0	unambiguous	house	redhouse	left	1.9834471538934686	1907.90869307518	0.5869789123535156
12	146.50001001358032	house	0	3	237	unambiguous	house	redhouse	left	1.9834471538934686	1908.4956719875336	1.3966670036315918
13	147.8966770172119	stim	0		0	unambiguous	face	redhouse	left	2.004787224787738	1909.8923389911652	0.5532000064849854
13	148.4498770236969	face	0	3	240	unambiguous	face	redhouse	left	2.004787224787738	1910.4455389976501	1.458245038986206
14	149.9081220626831	stim	0		0	unambiguous	house	redhouse	left	2.0386917043914847	1911.9037840366364	0.09172296524047852
14	149.99984502792358	house	0	3	0	unambiguous	house	redhouse	left	2.0386917043914847	1911.9955070018768	1.800055980682373
14	151.79990100860596	house	0	3	241	unambiguous	house	redhouse	left	2.0386917043914847	1913.7955629825592	0.1412808895111084
15	151.94118189811707	stim	0		245	unambiguous	face	redhouse	left	2.0369951827183965	1913.9368438720703	2.041417121887207
16	153.98259902000427	stim	0		0	unambiguous	house	redhouse	left	2.0241504728976403	1915.9782609939575	1.1832599639892578
16	155.16585898399353	house	0	3	243	unambiguous	house	redhouse	left	2.0241504728976403	1917.1615209579468	0.8415780067443848
17	156.00743699073792	stim	0		0	unambiguous	face	redhouse	left	2.033156581145603	1918.0030989646912	0.8916559219360352
17	156.89909291267395	face	0	3	244	unambiguous	face	redhouse	left	2.033156581145603	1918.8947548866272	1.1415109634399414
18	158.0406038761139	stim	0		0	unambiguous	house	redhouse	left	2.026752210738186	1920.0362658500671	1.0167500972747803
18	159.05735397338867	house	0	3	243	unambiguous	house	redhouse	left	2.026752210738186	1921.053015947342	1.0083589553833008
19	160.06571292877197	stim	0		0	unambiguous	face	redhouse	left	1.9984645364577687	1922.0613749027252	0.9667551517486572
19	161.03246808052063	face	0	3	240	unambiguous	face	redhouse	left	1.9984645364577687	1923.0281300544739	1.0332069396972656
20	162.0656750202179	stim	0		241	unambiguous	house	redhouse	left	2.0129189081871917	1924.0613369941711	2.0084638595581055
21	164.074138879776	stim	0		245	unambiguous	face	redhouse	left	2.0368871427069237	1926.0698008537292	2.041807174682617
22	166.11594605445862	stim	0		239	unambiguous	house	redhouse	left	1.9987547183903265	1928.1116080284119	1.992060899734497
23	168.10800695419312	stim	0		236	unambiguous	face	redhouse	left	1.9600108232165194	1930.1036689281464	1.9668951034545898
24	170.0749020576477	stim	0		236	unambiguous	house	redhouse	left	1.9707645829937728	1932.070564031601	1.967120885848999
25	172.0420229434967	stim	0		236	unambiguous	face	redhouse	left	1.9771830893470514	1934.03768491745	1.9752230644226074
26	174.0172460079193	stim	0		242	unambiguous	house	redhouse	left	2.0189926745523272	1936.0129079818726	2.0218138694763184
