trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	onset_abs	duration
0	0.006532999686896801	stim	0		179	break	break	2.639149399474263	2.9936804003082216
1	3.0002133999951184	stim	0		517	unambiguous	face	5.632829799782485	8.629922499880195
2	11.630135899875313	stim	0		0	unambiguous	house	14.26275229966268	0.6516710999421775
2	12.28180699981749	house	0	space	160	unambiguous	house	14.914423399604857	2.036357699893415
